amazon-order-id,merchant-order-id,purchase-date,last-updated-date,order-status,fulfillment-channel,sales-channel,order-channel,url,ship-service-level,product-name,sku,asin,item-status,quantity,currency,item-price,item-tax,shipping-price,shipping-tax,gift-wrap-price,gift-wrap-tax,item-promotion-discount,ship-promotion-discount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,is-business-order,purchase-order-number,price-designation,signature-confirmation-recommended
112-6970851-3961053,,2023-06-29T22:29:23+00:00,2023-06-30T04:49:34+00:00,Shipped,Merchant,Amazon.com,WebsiteOrderChannel,,Standard,"Member's Mark Paper Cold Cup, 9 oz. (360 ct.)",FT-JIUG-0MUU,B06ZZJZVRK,Shipped,1,USD,25.99,1.82,,,,,,,Cavalier,North Dakota,58220,US,,FALSE,,,FALSE
113-5283051-0760233,,2023-06-29T21:45:39+00:00,2023-07-07T05:50:33+00:00,Shipped,Merchant,Amazon.com,WebsiteOrderChannel,,Standard,"Member Mark Ultra Dinner Paper Plates (10"", 204 ct.)",YY-N880-MJHX,B08W4K3ZM8,Shipped,1,USD,30,2.78,,,,,,,NASHVILLE,TN,37204-4537,US,,FALSE,,,FALSE
111-8703944-8501859,,2023-06-29T21:35:20+00:00,2023-07-07T05:40:20+00:00,Shipped,Merchant,Amazon.com,WebsiteOrderChannel,,Standard,"Member Mark Ultra Dinner Paper Plates (10"", 204 ct.)",YY-N880-MJHX,B08W4K3ZM8,Shipped,1,USD,30,1.8,,,,,,,STERLING HEIGHTS,MI,48310-2090,US,,FALSE,,,FALSE
112-3077989-5635405,,2023-06-29T21:18:31+00:00,2023-06-30T04:49:32+00:00,Shipped,Merchant,Amazon.com,WebsiteOrderChannel,,Standard,"Member's Mark Paper Cold Cup, 9 oz. (360 ct.)",FT-JIUG-0MUU,B06ZZJZVRK,Shipped,1,USD,25.98,1.82,,,,,,,NAPLES,FL,34114-9609,US,,FALSE,,,FALSE
112-3862838-9423420,,2023-06-29T21:16:20+00:00,2023-06-30T04:49:37+00:00,Shipped,Merchant,Amazon.com,WebsiteOrderChannel,,Standard,"Member's Mark Paper Cold Cup, 9 oz. (360 ct.)",FT-JIUG-0MUU,B06ZZJZVRK,Shipped,1,USD,25.98,1.56,,,,,,,Clinton,Maryland,20735,US,,FALSE,,,FALSE
113-6551622-7009021,,2023-06-29T21:03:52+00:00,2023-06-30T05:00:39+00:00,Shipped,Merchant,Amazon.com,WebsiteOrderChannel,,Standard,"Member's Mark Paper Cold Cup, 9 oz. (360 ct.)",FT-JIUG-0MUU,B06ZZJZVRK,Shipped,1,USD,25.98,2.18,,,,,,,BEDFORD,NY,10506-1619,US,,FALSE,,,FALSE
114-9934620-9893845,,2023-06-29T20:54:07+00:00,2023-06-30T04:49:31+00:00,Shipped,Merchant,Amazon.com,WebsiteOrderChannel,,Standard,"Member's Mark Paper Cold Cup, 9 oz. (360 ct.)",FT-JIUG-0MUU,B06ZZJZVRK,Shipped,1,USD,25.98,1.56,,,,,,,WYANDOTTE,MI,48192-6904,US,,FALSE,,,FALSE
113-8028980-9101050,,2023-06-29T20:45:41+00:00,2023-07-07T05:40:18+00:00,Shipped,Merchant,Amazon.com,WebsiteOrderChannel,,Standard,"Member Mark Ultra Dinner Paper Plates (10"", 204 ct.)",YY-N880-MJHX,B08W4K3ZM8,Shipped,1,USD,30,,,,,,,,BUTTE,MT,59701-6039,US,,FALSE,,,FALSE
113-8910294-3229042,,2023-06-29T20:39:45+00:00,2023-07-07T05:40:10+00:00,Shipped,Merchant,Amazon.com,WebsiteOrderChannel,,Standard,"Member Mark Ultra Dinner Paper Plates (10"", 204 ct.)",YY-N880-MJHX,B08W4K3ZM8,Shipped,1,USD,30,2.03,,,,,,,SHAWBORO,NC,27973-9731,US,,FALSE,,,FALSE
111-4728971-9673068,,2023-06-29T20:39:45+00:00,2023-07-07T05:50:43+00:00,Shipped,Merchant,Amazon.com,WebsiteOrderChannel,,Standard,"Member Mark Ultra Dinner Paper Plates (10"", 204 ct.)",YY-N880-MJHX,B08W4K3ZM8,Shipped,1,USD,30,1.8,,,,,,,MANISTIQUE,MI,49854-8891,US,,FALSE,,,FALSE
